Retailer Dataset,,,,,,,,,,,
,,,,,,,,,,,
Retailer,Retailer ID,Invoice Date,Region,State,City,Beverage Brand,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin
Target,1189833,02-05-2023,West,California,Los Angeles,Diet Coke,0.55,"8,500",4675.00,1168.75,25%
Target,1189833,03-05-2023,West,California,Los Angeles,Sprite,0.50,"7,250",3625.00,1450.00,40%
Target,1189833,04-05-2023,West,California,Los Angeles,Fanta,0.50,"6,750",3375.00,1181.25,35%
Target,1189833,05-05-2023,West,California,Los Angeles,Powerade,0.60,"6,750",4050.00,2227.50,55%
Target,1189833,06-05-2023,West,California,Los Angeles,Dasani Water,0.65,"6,500",4225.00,845.00,20%
Target,1189833,07-05-2023,West,California,Los Angeles,Coca-Cola,0.50,"8,500",4250.00,1700.00,40%
Target,1189833,08-05-2023,West,California,Los Angeles,Diet Coke,0.55,"8,500",4675.00,1168.75,25%
Target,1189833,09-05-2023,West,California,Los Angeles,Sprite,0.50,"7,000",3500.00,1400.00,40%
Target,1189833,10-05-2023,West,California,Los Angeles,Fanta,0.50,"6,500",3250.00,1137.50,35%
Target,1189833,11-05-2023,West,California,Los Angeles,Powerade,0.60,"6,500",3900.00,2145.00,55%
Target,1189833,12-05-2023,West,California,Los Angeles,Dasani Water,0.65,"7,000",4550.00,910.00,20%
Target,1189833,13-05-2023,West,California,Los Angeles,Coca-Cola,0.50,"8,000",4000.00,1600.00,40%
Target,1189833,14-05-2023,West,California,Los Angeles,Diet Coke,0.55,"8,000",4400.00,1100.00,25%
Target,1189833,15-05-2023,West,California,Los Angeles,Sprite,0.50,"6,500",3250.00,1300.00,40%
Target,1189833,16-05-2023,West,California,Los Angeles,Fanta,0.50,"6,250",3125.00,1093.75,35%
Target,1189833,17-05-2023,West,California,Los Angeles,Powerade,0.60,"6,000",3600.00,1980.00,55%
Target,1189833,18-05-2023,West,California,Los Angeles,Dasani Water,0.65,"6,500",4225.00,845.00,20%
Target,1189833,19-05-2023,West,California,Los Angeles,Coca-Cola,0.50,"8,250",4125.00,1650.00,40%
Target,1189833,20-05-2023,West,California,Los Angeles,Diet Coke,0.55,"8,250",4537.50,1134.38,25%
Target,1189833,21-05-2023,West,California,Los Angeles,Sprite,0.50,"6,750",3375.00,1350.00,40%
Target,1189833,22-05-2023,West,California,Los Angeles,Fanta,0.50,"6,500",3250.00,1137.50,35%
Target,1189833,23-05-2023,West,California,Los Angeles,Powerade,0.60,"6,000",3600.00,1980.00,55%
Target,1189833,24-05-2023,West,California,Los Angeles,Dasani Water,0.65,"7,000",4550.00,910.00,20%
Target,1189833,25-05-2023,West,California,Los Angeles,Coca-Cola,0.50,"9,000",4500.00,1800.00,40%
Target,1189833,26-05-2023,West,California,Los Angeles,Diet Coke,0.55,"9,000",4950.00,1237.50,25%
Target,1189833,27-05-2023,West,California,Los Angeles,Sprite,0.50,"7,000",3500.00,1400.00,40%
Target,1189833,28-05-2023,West,California,Los Angeles,Fanta,0.50,"7,000",3500.00,1225.00,35%
Target,1189833,29-05-2023,West,California,Los Angeles,Powerade,0.60,"6,250",3750.00,2062.50,55%
Target,1189833,30-05-2023,West,California,Los Angeles,Dasani Water,0.65,"7,250",4712.50,942.50,20%
BevCo,1185732,31-05-2023,West,California,Los Angeles,Coca-Cola,0.45,"4,750",2137.50,855.00,40%
BevCo,1185732,01-06-2023,West,California,Los Angeles,Diet Coke,0.45,"2,750",1237.50,433.13,35%
BevCo,1185732,02-06-2023,West,California,Los Angeles,Sprite,0.35,"2,750",962.50,336.88,35%
BevCo,1185732,03-06-2023,West,California,Los Angeles,Fanta,0.40,"1,250",500.00,200.00,40%
BevCo,1185732,04-06-2023,Midwest,Illinois,Chicago,Powerade,0.55,"1,750",962.50,336.88,35%
BevCo,1185732,05-06-2023,Midwest,Illinois,Chicago,Dasani Water,0.45,"2,750",1237.50,618.75,50%
BevCo,1185732,06-06-2023,Midwest,Illinois,Chicago,Coca-Cola,0.45,"5,250",2362.50,945.00,40%
BevCo,1185732,07-06-2023,Midwest,Illinois,Chicago,Diet Coke,0.45,"1,750",787.50,275.63,35%
BevCo,1185732,08-06-2023,Midwest,Illinois,Chicago,Sprite,0.35,"2,250",787.50,275.63,35%
BevCo,1185732,09-06-2023,Midwest,Illinois,Chicago,Fanta,0.40,"1,000",400.00,160.00,40%
BevCo,1185732,10-06-2023,Midwest,Illinois,Chicago,Powerade,0.55,"1,750",962.50,336.88,35%
BevCo,1185732,11-06-2023,Midwest,Illinois,Chicago,Dasani Water,0.45,"2,750",1237.50,618.75,50%
BevCo,1185732,12-06-2023,Midwest,Illinois,Chicago,Coca-Cola,0.50,"4,950",2475.00,990.00,40%
BevCo,1185732,13-06-2023,Midwest,Illinois,Chicago,Diet Coke,0.50,"2,000",1000.00,350.00,35%
BevCo,1185732,14-06-2023,Midwest,Illinois,Chicago,Sprite,0.40,"2,250",900.00,315.00,35%
BevCo,1185732,15-06-2023,Midwest,Illinois,Chicago,Fanta,0.45,750,337.50,135.00,40%
BevCo,1185732,16-06-2023,Midwest,Illinois,Chicago,Powerade,0.60,"1,250",750.00,262.50,35%
BevCo,1185732,17-06-2023,Midwest,Illinois,Chicago,Dasani Water,0.50,"2,250",1125.00,562.50,50%
BevCo,1185732,18-06-2023,Midwest,Illinois,Chicago,Coca-Cola,0.50,"4,500",2250.00,900.00,40%
BevCo,1185732,19-06-2023,Midwest,Illinois,Chicago,Diet Coke,0.50,"1,500",750.00,262.50,35%
BevCo,1185732,20-06-2023,Midwest,Illinois,Chicago,Sprite,0.40,"1,500",600.00,210.00,35%
BevCo,1185732,21-06-2023,Midwest,Illinois,Chicago,Fanta,0.45,750,337.50,135.00,40%
BevCo,1185732,22-06-2023,Midwest,Illinois,Chicago,Powerade,0.60,"1,000",600.00,210.00,35%
BevCo,1185732,23-06-2023,Midwest,Illinois,Chicago,Dasani Water,0.50,"2,250",1125.00,562.50,50%
BevCo,1185732,24-06-2023,Midwest,Illinois,Chicago,Coca-Cola,0.60,"4,950",2970.00,1188.00,40%
BevCo,1185732,25-06-2023,Midwest,Illinois,Chicago,Diet Coke,0.55,"2,000",1100.00,385.00,35%
BevCo,1185732,26-06-2023,Midwest,Illinois,Chicago,Sprite,0.50,"1,750",875.00,306.25,35%
BevCo,1185732,27-06-2023,Midwest,Illinois,Chicago,Fanta,0.50,"1,000",500.00,200.00,40%
BevCo,1185732,28-06-2023,Midwest,Illinois,Chicago,Powerade,0.60,"1,250",750.00,262.50,35%
BevCo,1185732,29-06-2023,Midwest,Illinois,Chicago,Dasani Water,0.65,"2,500",1625.00,812.50,50%
BevCo,1185732,30-06-2023,Midwest,Illinois,Chicago,Coca-Cola,0.50,"5,000",2500.00,1000.00,40%
BevCo,1185732,01-07-2023,Midwest,Illinois,Chicago,Diet Coke,0.45,"2,500",1125.00,393.75,35%
BevCo,1185732,02-07-2023,Midwest,Illinois,Chicago,Sprite,0.40,"2,000",800.00,280.00,35%
BevCo,1185732,03-07-2023,Midwest,Illinois,Chicago,Fanta,0.40,"1,750",700.00,280.00,40%
BevCo,1185732,04-07-2023,Midwest,Illinois,Chicago,Powerade,0.50,"1,750",875.00,306.25,35%
BevCo,1185732,05-07-2023,Midwest,Illinois,Chicago,Dasani Water,0.55,"3,500",1925.00,962.50,50%
BevCo,1185732,06-07-2023,Midwest,Illinois,Chicago,Coca-Cola,0.50,"5,750",2875.00,1150.00,40%
BevCo,1185732,07-07-2023,Midwest,Illinois,Chicago,Diet Coke,0.45,"3,250",1462.50,511.88,35%
BevCo,1185732,08-07-2023,Midwest,Illinois,Chicago,Sprite,0.40,"2,500",1000.00,350.00,35%
BevCo,1185732,09-07-2023,Midwest,Illinois,Chicago,Fanta,0.40,"2,000",800.00,320.00,40%
BevCo,1185732,10-07-2023,Midwest,Illinois,Chicago,Powerade,0.50,"2,250",1125.00,393.75,35%
BevCo,1185732,11-07-2023,Midwest,Illinois,Chicago,Dasani Water,0.55,"4,000",2200.00,1100.00,50%
BevCo,1185732,12-07-2023,Midwest,Illinois,Chicago,Coca-Cola,0.50,"5,500",2750.00,1100.00,40%
BevCo,1185732,13-07-2023,Midwest,Illinois,Chicago,Diet Coke,0.45,"3,250",1462.50,511.88,35%
BevCo,1185732,14-07-2023,Midwest,Illinois,Chicago,Sprite,0.40,"2,500",1000.00,350.00,35%
BevCo,1185732,15-07-2023,Midwest,Illinois,Chicago,Fanta,0.40,"2,250",900.00,360.00,40%
BevCo,1185732,16-07-2023,Midwest,Illinois,Chicago,Powerade,0.50,"2,000",1000.00,350.00,35%
BevCo,1185732,17-07-2023,Midwest,Illinois,Chicago,Dasani Water,0.55,"3,750",2062.50,1031.25,50%
BevCo,1185732,18-07-2023,Midwest,Illinois,Chicago,Coca-Cola,0.50,"5,000",2500.00,1000.00,40%
BevCo,1185732,19-07-2023,Midwest,Illinois,Chicago,Diet Coke,0.45,"3,000",1350.00,472.50,35%
BevCo,1185732,20-07-2023,Midwest,Illinois,Chicago,Sprite,0.40,"2,000",800.00,280.00,35%
BevCo,1185732,21-07-2023,Midwest,Illinois,Chicago,Fanta,0.40,"1,750",700.00,280.00,40%
BevCo,1185732,22-07-2023,Midwest,Illinois,Chicago,Powerade,0.50,"1,750",875.00,306.25,35%
BevCo,1185732,23-07-2023,Midwest,Illinois,Chicago,Dasani Water,0.55,"2,500",1375.00,687.50,50%
BevCo,1185732,24-07-2023,Midwest,Illinois,Chicago,Coca-Cola,0.60,"4,250",2550.00,1020.00,40%
BevCo,1185732,25-07-2023,Midwest,Illinois,Chicago,Diet Coke,0.50,"2,500",1250.00,437.50,35%
BevCo,1185732,26-07-2023,Midwest,Illinois,Chicago,Sprite,0.50,"1,500",750.00,262.50,35%
BevCo,1185732,27-07-2023,Midwest,Illinois,Chicago,Fanta,0.50,"1,250",625.00,250.00,40%
BevCo,1185732,28-07-2023,Midwest,Illinois,Chicago,Powerade,0.60,"1,250",750.00,262.50,35%
BevCo,1185732,29-07-2023,Midwest,Illinois,Chicago,Dasani Water,0.65,"2,500",1625.00,812.50,50%
BevCo,1185732,30-07-2023,Midwest,Illinois,Chicago,Coca-Cola,0.60,"4,000",2400.00,960.00,40%
BevCo,1185732,31-07-2023,Midwest,Illinois,Chicago,Diet Coke,0.50,"2,500",1250.00,437.50,35%
BevCo,1185732,01-08-2023,Midwest,Illinois,Chicago,Sprite,0.50,"1,950",975.00,341.25,35%
BevCo,1185732,02-08-2023,Midwest,Illinois,Chicago,Fanta,0.50,"1,750",875.00,350.00,40%
BevCo,1185732,03-08-2023,Midwest,Illinois,Chicago,Powerade,0.60,"1,500",900.00,315.00,35%
BevCo,1185732,04-08-2023,Midwest,Illinois,Chicago,Dasani Water,0.65,"2,500",1625.00,812.50,50%
BevCo,1185732,05-08-2023,Midwest,Illinois,Chicago,Coca-Cola,0.60,"5,000",3000.00,1200.00,40%
BevCo,1185732,06-08-2023,Midwest,Illinois,Chicago,Diet Coke,0.50,"3,000",1500.00,525.00,35%
BevCo,1185732,07-08-2023,Midwest,Illinois,Chicago,Sprite,0.50,"2,500",1250.00,437.50,35%
BevCo,1185732,08-08-2023,Midwest,Illinois,Chicago,Fanta,0.50,"2,000",1000.00,400.00,40%
BevCo,1185732,09-08-2023,Midwest,Illinois,Chicago,Powerade,0.60,"2,000",1200.00,420.00,35%
BevCo,1185732,10-08-2023,Midwest,Illinois,Chicago,Dasani Water,0.65,"3,000",1950.00,975.00,50%
FizzyCo,1197831,11-08-2023,Midwest,Illinois,Chicago,Coca-Cola,0.20,"7,250",1450.00,435.00,30%
FizzyCo,1197831,12-08-2023,Midwest,Illinois,Chicago,Diet Coke,0.30,"7,250",2175.00,652.50,30%
FizzyCo,1197831,13-08-2023,Midwest,Illinois,Chicago,Sprite,0.30,"5,250",1575.00,472.50,30%
FizzyCo,1197831,14-08-2023,Midwest,Illinois,Chicago,Fanta,0.35,"5,250",1837.50,735.00,40%
FizzyCo,1197831,15-08-2023,South,Texas,Dallas,Powerade,0.40,"3,750",1500.00,375.00,25%
FizzyCo,1197831,16-08-2023,South,Texas,Dallas,Dasani Water,0.35,"5,250",1837.50,826.88,45%
FizzyCo,1197831,17-08-2023,South,Texas,Dallas,Coca-Cola,0.25,"6,750",1687.50,506.25,30%
FizzyCo,1197831,18-08-2023,South,Texas,Dallas,Diet Coke,0.35,"6,500",2275.00,682.50,30%
FizzyCo,1197831,19-08-2023,South,Texas,Dallas,Sprite,0.35,"4,750",1662.50,498.75,30%
FizzyCo,1197831,20-08-2023,South,Texas,Dallas,Fanta,0.35,"4,250",1487.50,595.00,40%
FizzyCo,1197831,21-08-2023,South,Texas,Dallas,Powerade,0.40,"3,000",1200.00,300.00,25%
FizzyCo,1197831,22-08-2023,South,Texas,Dallas,Dasani Water,0.35,"5,000",1750.00,787.50,45%
FizzyCo,1197831,23-08-2023,South,Texas,Dallas,Coca-Cola,0.30,"6,750",2025.00,708.75,35%
FizzyCo,1197831,24-08-2023,South,Texas,Dallas,Diet Coke,0.40,"6,750",2700.00,945.00,35%
FizzyCo,1197831,25-08-2023,South,Texas,Dallas,Sprite,0.30,"5,000",1500.00,525.00,35%
FizzyCo,1197831,26-08-2023,South,Texas,Dallas,Fanta,0.35,"4,000",1400.00,630.00,45%
FizzyCo,1197831,27-08-2023,South,Texas,Dallas,Powerade,0.40,"3,000",1200.00,360.00,30%
FizzyCo,1197831,28-08-2023,South,Texas,Dallas,Dasani Water,0.35,"4,500",1575.00,787.50,50%
FizzyCo,1197831,29-08-2023,South,Texas,Dallas,Coca-Cola,0.20,"7,000",1400.00,490.00,35%
FizzyCo,1197831,30-08-2023,South,Texas,Dallas,Diet Coke,0.30,"7,000",2100.00,735.00,35%
FizzyCo,1197831,31-08-2023,South,Texas,Dallas,Sprite,0.25,"5,250",1312.50,459.38,35%
FizzyCo,1197831,01-09-2023,South,Texas,Dallas,Fanta,0.30,"4,250",1275.00,573.75,45%
FizzyCo,1197831,02-09-2023,South,Texas,Dallas,Powerade,0.35,"3,250",1137.50,341.25,30%
FizzyCo,1197831,03-09-2023,South,Texas,Dallas,Dasani Water,0.30,"6,000",1800.00,900.00,50%
FizzyCo,1197831,04-09-2023,South,Texas,Dallas,Coca-Cola,0.20,"7,500",1500.00,525.00,35%
FizzyCo,1197831,05-09-2023,South,Texas,Dallas,Diet Coke,0.30,"7,750",2325.00,813.75,35%
FizzyCo,1197831,06-09-2023,South,Texas,Dallas,Sprite,0.25,"6,250",1562.50,546.88,35%
FizzyCo,1197831,07-09-2023,South,Texas,Dallas,Fanta,0.35,"5,500",1925.00,866.25,45%
FizzyCo,1197831,08-09-2023,South,Texas,Dallas,Powerade,0.50,"4,500",2250.00,675.00,30%
FizzyCo,1197831,09-09-2023,South,Texas,Dallas,Dasani Water,0.45,"8,000",3600.00,1800.00,50%
FizzyCo,1197831,10-09-2023,South,Texas,Dallas,Coca-Cola,0.45,"8,000",3600.00,1260.00,35%
FizzyCo,1197831,11-09-2023,South,Texas,Dallas,Diet Coke,0.50,"8,000",4000.00,1400.00,35%
FizzyCo,1197831,12-09-2023,South,Texas,Dallas,Sprite,0.45,"6,500",2925.00,1023.75,35%
FizzyCo,1197831,13-09-2023,South,Texas,Dallas,Fanta,0.45,"6,000",2700.00,1215.00,45%
FizzyCo,1197831,14-09-2023,South,Texas,Dallas,Powerade,0.50,"5,000",2500.00,750.00,30%
FizzyCo,1197831,15-09-2023,South,Texas,Dallas,Dasani Water,0.55,"8,750",4812.50,2406.25,50%
FizzyCo,1197831,16-09-2023,South,Texas,Dallas,Coca-Cola,0.45,"8,250",3712.50,1485.00,40%
FizzyCo,1197831,17-09-2023,South,Texas,Dallas,Diet Coke,0.50,"8,250",4125.00,1650.00,40%
FizzyCo,1197831,18-09-2023,South,Texas,Dallas,Sprite,0.45,"9,750",4387.50,1755.00,40%
FizzyCo,1197831,19-09-2023,South,Texas,Dallas,Fanta,0.45,"5,750",2587.50,1293.75,50%
FizzyCo,1197831,20-09-2023,South,Texas,Dallas,Powerade,0.50,"5,750",2875.00,1006.25,35%
FizzyCo,1197831,21-09-2023,South,Texas,Dallas,Dasani Water,0.60,"8,500",5100.00,2805.00,55%
FizzyCo,1197831,22-09-2023,South,Texas,Dallas,Coca-Cola,0.50,"8,000",4000.00,1600.00,40%
FizzyCo,1197831,23-09-2023,South,Texas,Dallas,Diet Coke,0.55,"8,000",4400.00,1760.00,40%
FizzyCo,1197831,24-09-2023,South,Texas,Dallas,Sprite,0.50,"9,750",4875.00,1950.00,40%
FizzyCo,1197831,25-09-2023,South,Texas,Dallas,Fanta,0.50,"5,250",2625.00,1312.50,50%
FizzyCo,1197831,26-09-2023,South,Texas,Dallas,Powerade,0.55,"5,250",2887.50,1010.63,35%
FizzyCo,1197831,27-09-2023,South,Texas,Dallas,Dasani Water,0.60,"7,750",4650.00,2557.50,55%
FizzyCo,1197831,28-09-2023,South,Texas,Dallas,Coca-Cola,0.55,"7,250",3987.50,1595.00,40%
FizzyCo,1197831,29-09-2023,South,Texas,Dallas,Diet Coke,0.55,"6,750",3712.50,1485.00,40%
FizzyCo,1197831,30-09-2023,South,Texas,Dallas,Sprite,0.60,"7,250",4350.00,1740.00,40%
FizzyCo,1197831,01-10-2023,South,Texas,Dallas,Fanta,0.60,"4,500",2700.00,1350.00,50%
FizzyCo,1197831,02-10-2023,South,Texas,Dallas,Powerade,0.55,"4,500",2475.00,866.25,35%
FizzyCo,1197831,03-10-2023,South,Texas,Dallas,Dasani Water,0.50,"6,750",3375.00,1856.25,55%
FizzyCo,1197831,04-10-2023,South,Texas,Dallas,Coca-Cola,0.40,"6,250",2500.00,1000.00,40%
FizzyCo,1197831,05-10-2023,South,Texas,Dallas,Diet Coke,0.40,"6,250",2500.00,1000.00,40%
FizzyCo,1197831,06-10-2023,South,Texas,Dallas,Sprite,0.45,"5,750",2587.50,1035.00,40%
FizzyCo,1197831,07-10-2023,South,Texas,Dallas,Fanta,0.45,"4,250",1912.50,956.25,50%
FizzyCo,1197831,08-10-2023,South,Texas,Dallas,Powerade,0.40,"4,000",1600.00,560.00,35%
FizzyCo,1197831,09-10-2023,South,Texas,Dallas,Dasani Water,0.50,"5,750",2875.00,1581.25,55%
FizzyCo,1197831,10-10-2023,South,Texas,Dallas,Coca-Cola,0.40,"7,250",2900.00,1160.00,40%
FizzyCo,1197831,11-10-2023,South,Texas,Dallas,Diet Coke,0.40,"7,250",2900.00,1160.00,40%
FizzyCo,1197831,12-10-2023,South,Texas,Dallas,Sprite,0.65,"6,500",4225.00,1690.00,40%
FizzyCo,1197831,13-10-2023,South,Texas,Dallas,Fanta,0.65,"5,000",3250.00,1625.00,50%
FizzyCo,1197831,14-10-2023,South,Texas,Dallas,Powerade,0.60,"4,750",2850.00,997.50,35%
FizzyCo,1197831,15-10-2023,South,Texas,Dallas,Dasani Water,0.70,"6,750",4725.00,2598.75,55%
FizzyCo,1197831,16-10-2023,South,Texas,Dallas,Coca-Cola,0.60,"8,250",4950.00,1980.00,40%
FizzyCo,1197831,17-10-2023,South,Texas,Dallas,Diet Coke,0.60,"8,250",4950.00,1980.00,40%
FizzyCo,1197831,18-10-2023,South,Texas,Dallas,Sprite,0.65,"7,250",4712.50,1885.00,40%
FizzyCo,1197831,19-10-2023,South,Texas,Dallas,Fanta,0.65,"5,750",3737.50,1868.75,50%
FizzyCo,1197831,20-10-2023,South,Texas,Dallas,Powerade,0.60,"5,250",3150.00,1102.50,35%
FizzyCo,1197831,21-10-2023,South,Texas,Dallas,Dasani Water,0.70,"7,750",5425.00,2983.75,55%
BevCo,1185732,22-10-2023,South,Texas,Dallas,Coca-Cola,0.45,"4,250",1912.50,1051.88,55%
BevCo,1185732,23-10-2023,South,Texas,Dallas,Diet Coke,0.45,"2,250",1012.50,354.38,35%
BevCo,1185732,24-10-2023,South,Texas,Dallas,Sprite,0.35,"2,250",787.50,315.00,40%
BevCo,1185732,25-10-2023,South,Texas,Dallas,Fanta,0.40,750,300.00,120.00,40%
BevCo,1185732,26-10-2023,Northeast,Pennsylvania,Philadelphia,Powerade,0.55,"1,250",687.50,240.63,35%
BevCo,1185732,27-10-2023,Northeast,Pennsylvania,Philadelphia,Dasani Water,0.45,"2,250",1012.50,303.75,30%
BevCo,1185732,28-10-2023,Northeast,Pennsylvania,Philadelphia,Coca-Cola,0.45,"4,750",2137.50,1175.63,55%
BevCo,1185732,29-10-2023,Northeast,Pennsylvania,Philadelphia,Diet Coke,0.45,"1,250",562.50,196.88,35%
BevCo,1185732,30-10-2023,Northeast,Pennsylvania,Philadelphia,Sprite,0.35,"1,750",612.50,245.00,40%
BevCo,1185732,31-10-2023,Northeast,Pennsylvania,Philadelphia,Fanta,0.40,500,200.00,80.00,40%
BevCo,1185732,01-11-2023,Northeast,Pennsylvania,Philadelphia,Powerade,0.55,"1,250",687.50,240.63,35%
BevCo,1185732,02-11-2023,Northeast,Pennsylvania,Philadelphia,Dasani Water,0.45,"2,250",1012.50,303.75,30%
BevCo,1185732,03-11-2023,Northeast,Pennsylvania,Philadelphia,Coca-Cola,0.50,"4,450",2225.00,1223.75,55%
BevCo,1185732,04-11-2023,Northeast,Pennsylvania,Philadelphia,Diet Coke,0.50,"1,500",750.00,262.50,35%
BevCo,1185732,05-11-2023,Northeast,Pennsylvania,Philadelphia,Sprite,0.40,"1,750",700.00,280.00,40%
BevCo,1185732,06-11-2023,Northeast,Pennsylvania,Philadelphia,Fanta,0.45,250,112.50,45.00,40%
BevCo,1185732,07-11-2023,Northeast,Pennsylvania,Philadelphia,Powerade,0.60,750,450.00,135.00,30%
BevCo,1185732,08-11-2023,Northeast,Pennsylvania,Philadelphia,Dasani Water,0.50,"1,750",875.00,218.75,25%
BevCo,1185732,09-11-2023,Northeast,Pennsylvania,Philadelphia,Coca-Cola,0.50,"4,500",2250.00,1125.00,50%
BevCo,1185732,10-11-2023,Northeast,Pennsylvania,Philadelphia,Diet Coke,0.50,"1,500",750.00,225.00,30%
BevCo,1185732,11-11-2023,Northeast,Pennsylvania,Philadelphia,Sprite,0.40,"1,500",600.00,210.00,35%
BevCo,1185732,12-11-2023,Northeast,Pennsylvania,Philadelphia,Fanta,0.45,750,337.50,118.13,35%
BevCo,1185732,13-11-2023,Northeast,Pennsylvania,Philadelphia,Powerade,0.60,750,450.00,135.00,30%
BevCo,1185732,14-11-2023,Northeast,Pennsylvania,Philadelphia,Dasani Water,0.50,"2,000",1000.00,250.00,25%
BevCo,1185732,15-11-2023,Northeast,Pennsylvania,Philadelphia,Coca-Cola,0.60,"4,700",2820.00,1410.00,50%
BevCo,1185732,16-11-2023,Northeast,Pennsylvania,Philadelphia,Diet Coke,0.60,"1,750",1050.00,315.00,30%
BevCo,1185732,17-11-2023,Northeast,Pennsylvania,Philadelphia,Sprite,0.55,"1,500",825.00,288.75,35%
BevCo,1185732,18-11-2023,Northeast,Pennsylvania,Philadelphia,Fanta,0.55,"1,000",550.00,192.50,35%
BevCo,1185732,19-11-2023,Northeast,Pennsylvania,Philadelphia,Powerade,0.65,"1,250",812.50,243.75,30%
BevCo,1185732,20-11-2023,Northeast,Pennsylvania,Philadelphia,Dasani Water,0.70,"2,500",1750.00,525.00,30%
BevCo,1185732,21-11-2023,Northeast,Pennsylvania,Philadelphia,Coca-Cola,0.65,"5,000",3250.00,1787.50,55%
BevCo,1185732,22-11-2023,Northeast,Pennsylvania,Philadelphia,Diet Coke,0.60,"2,500",1500.00,525.00,35%
BevCo,1185732,23-11-2023,Northeast,Pennsylvania,Philadelphia,Sprite,0.55,"1,750",962.50,385.00,40%
BevCo,1185732,24-11-2023,Northeast,Pennsylvania,Philadelphia,Fanta,0.55,"1,500",825.00,330.00,40%
BevCo,1185732,25-11-2023,Northeast,Pennsylvania,Philadelphia,Powerade,0.65,"1,500",975.00,341.25,35%
BevCo,1185732,26-11-2023,Northeast,Pennsylvania,Philadelphia,Dasani Water,0.70,"3,000",2100.00,630.00,30%
BevCo,1185732,27-11-2023,Northeast,Pennsylvania,Philadelphia,Coca-Cola,0.65,"5,000",3250.00,1787.50,55%
BevCo,1185732,28-11-2023,Northeast,Pennsylvania,Philadelphia,Diet Coke,0.60,"3,000",1800.00,630.00,35%
BevCo,1185732,29-11-2023,Northeast,Pennsylvania,Philadelphia,Sprite,0.55,"2,250",1237.50,495.00,40%
BevCo,1185732,30-11-2023,Northeast,Pennsylvania,Philadelphia,Fanta,0.55,"1,750",962.50,385.00,40%
BevCo,1185732,01-12-2023,Northeast,Pennsylvania,Philadelphia,Powerade,0.65,"2,000",1300.00,455.00,35%
BevCo,1185732,02-12-2023,Northeast,Pennsylvania,Philadelphia,Dasani Water,0.70,"3,750",2625.00,787.50,30%
BevCo,1185732,03-12-2023,Northeast,Pennsylvania,Philadelphia,Coca-Cola,0.65,"5,250",3412.50,1876.88,55%
BevCo,1185732,04-12-2023,Northeast,Pennsylvania,Philadelphia,Diet Coke,0.60,"3,000",1800.00,630.00,35%
BevCo,1185732,05-12-2023,Northeast,Pennsylvania,Philadelphia,Sprite,0.55,"2,250",1237.50,495.00,40%
